The test Top1-0.675000, Top3-0.855000, Top5-0.925000
Sample 161: [106 161 142  58  87], Top-1 0, Top-5 1
Sample 162: [162  28 138  65 112], Top-1 1, Top-5 1
Sample 163: [163 101 123  55  32], Top-1 1, Top-5 1
Sample 164: [105 164 188  93 180], Top-1 0, Top-5 1
Sample 165: [165  56 119 197  31], Top-1 1, Top-5 1
Sample 166: [166 143 102 119 174], Top-1 1, Top-5 1
Sample 167: [167 170  67 188 165], Top-1 1, Top-5 1
Sample 168: [ 37 170 168  92 104], Top-1 0, Top-5 1
Sample 169: [169  25 192 115 100], Top-1 1, Top-5 1
Sample 170: [170 139 134  62  31], Top-1 1, Top-5 1
Sample 171: [ 16 160  77  44 194], Top-1 0, Top-5 0
Sample 172: [172 115 100  40  25], Top-1 1, Top-5 1
Sample 173: [173 191 145 117 160], Top-1 1, Top-5 1
Sample 174: [174 120 148 163 123], Top-1 1, Top-5 1
Sample 175: [175   4 194 162  28], Top-1 1, Top-5 1
Sample 176: [176  45  49  52  88], Top-1 1, Top-5 1
Sample 177: [177  45  96 176  52], Top-1 1, Top-5 1
Sample 178: [ 40  26 178  44   8], Top-1 0, Top-5 1
Sample 179: [ 93 130 139  92 179], Top-1 0, Top-5 1
Sample 180: [180  81 187 195 121], Top-1 1, Top-5 1
Sample 181: [181  77 116 121  41], Top-1 1, Top-5 1
Sample 182: [102 182  56 163 123], Top-1 0, Top-5 1
Sample 183: [183  86  29  89 148], Top-1 1, Top-5 1
Sample 184: [184 113  54 135 122], Top-1 1, Top-5 1
Sample 185: [185 139  10  93  69], Top-1 1, Top-5 1
Sample 186: [186 102 114 108  15], Top-1 1, Top-5 1
Sample 187: [187 146  23  40  49], Top-1 1, Top-5 1
Sample 188: [188  49  23  13 180], Top-1 1, Top-5 1
Sample 189: [189  74 141  77  56], Top-1 1, Top-5 1
Sample 190: [110  86 111  69 133], Top-1 0, Top-5 0
Sample 191: [155 191 197 168 192], Top-1 0, Top-5 1
Sample 192: [192 114 186 197 120], Top-1 1, Top-5 1
Sample 193: [ 81 180 101  54  71], Top-1 0, Top-5 0
Sample 194: [194 153  28 102  56], Top-1 1, Top-5 1
Sample 195: [195 120 113 140  91], Top-1 1, Top-5 1
Sample 196: [196 158 114 112 148], Top-1 1, Top-5 1
Sample 197: [197  25  31 192  84], Top-1 1, Top-5 1
Sample 198: [180 121  81  40 116], Top-1 0, Top-5 0
Sample 199: [101  81 102 125 184], Top-1 0, Top-5 0
Sample 200: [200 181  93 116  35], Top-1 1, Top-5 1
