The test Top1-0.665000, Top3-0.860000, Top5-0.925000
Sample 112: [112   7 109 120  65], Top-1 1, Top-5 1
Sample 113: [113 123 132  55 163], Top-1 1, Top-5 1
Sample 114: [114  56  85 102  31], Top-1 1, Top-5 1
Sample 115: [115 100 172  31  14], Top-1 1, Top-5 1
Sample 116: [181 116  77 121  67], Top-1 0, Top-5 1
Sample 117: [117  89  53 165 183], Top-1 1, Top-5 1
Sample 118: [141  52  10  37 167], Top-1 0, Top-5 0
Sample 119: [119  67 166 108 139], Top-1 1, Top-5 1
Sample 120: [120  55 123  81  18], Top-1 1, Top-5 1
Sample 121: [121  49 198 181 188], Top-1 1, Top-5 1
Sample 122: [122  40  73 180 109], Top-1 1, Top-5 1
Sample 123: [123 163  55 120  29], Top-1 1, Top-5 1
Sample 124: [124  73   8 131  35], Top-1 1, Top-5 1
Sample 125: [125 101 141 131 124], Top-1 1, Top-5 1
Sample 126: [126 100 103  25   7], Top-1 1, Top-5 1
Sample 127: [172 127 161 106  63], Top-1 0, Top-5 1
Sample 128: [128 104  83  24 191], Top-1 1, Top-5 1
Sample 129: [129  88 142 137  12], Top-1 1, Top-5 1
Sample 130: [130  79  49 116 141], Top-1 1, Top-5 1
Sample 131: [131  40 187   3 178], Top-1 1, Top-5 1
Sample 132: [123 112 140 132 114], Top-1 0, Top-5 1
Sample 133: [ 87 133  39  12 104], Top-1 0, Top-5 1
Sample 134: [ 44 170 171  78 134], Top-1 0, Top-5 1
Sample 135: [163 174  91 135 195], Top-1 0, Top-5 1
Sample 136: [136  58 164  26   2], Top-1 1, Top-5 1
Sample 137: [137 142 106  33  87], Top-1 1, Top-5 1
Sample 138: [138 128  52  13 104], Top-1 1, Top-5 1
Sample 139: [ 31 139 185 100 169], Top-1 0, Top-5 1
Sample 140: [140  60 132  64 123], Top-1 1, Top-5 1
Sample 141: [141 125 174  22  27], Top-1 1, Top-5 1
Sample 142: [142 106 137  87   2], Top-1 1, Top-5 1
Sample 143: [143  83 163  31 157], Top-1 1, Top-5 1
Sample 144: [144 137  33  72 142], Top-1 1, Top-5 1
Sample 145: [145  62  78 105 171], Top-1 1, Top-5 1
Sample 146: [146  68 180 186 138], Top-1 1, Top-5 1
Sample 147: [143 101 157  29  81], Top-1 0, Top-5 0
Sample 148: [148 174   8 163 191], Top-1 1, Top-5 1
Sample 149: [180   5  54 156 146], Top-1 0, Top-5 0
Sample 150: [150  58  72   2 115], Top-1 1, Top-5 1
Sample 151: [100  14 101 125 169], Top-1 0, Top-5 0
Sample 152: [152 125 119 100  31], Top-1 1, Top-5 1
Sample 153: [113  22 184 153 163], Top-1 0, Top-5 1
Sample 154: [154  75  94  96  95], Top-1 1, Top-5 1
Sample 155: [155 114  74 191 147], Top-1 1, Top-5 1
Sample 156: [156  42   3 170  23], Top-1 1, Top-5 1
Sample 157: [157  57 195  36 143], Top-1 1, Top-5 1
Sample 158: [158  85 114   7  98], Top-1 1, Top-5 1
Sample 159: [195 159  57  29 157], Top-1 0, Top-5 1
Sample 160: [160 181  77 173  35], Top-1 1, Top-5 1
Sample 161: [161  58   2 106 136], Top-1 1, Top-5 1
Sample 162: [162  28   1 175 196], Top-1 1, Top-5 1
Sample 163: [163  32 113 123  55], Top-1 1, Top-5 1
Sample 164: [164 200  47  67  73], Top-1 1, Top-5 1
Sample 165: [165 197  56 188 114], Top-1 1, Top-5 1
Sample 166: [ 57 166 195  31  61], Top-1 0, Top-5 1
Sample 167: [ 56 108 167  74 178], Top-1 0, Top-5 1
Sample 168: [ 19  94 168  52  46], Top-1 0, Top-5 1
Sample 169: [ 31  56 119 166 169], Top-1 0, Top-5 1
Sample 170: [170 167   4   6  41], Top-1 1, Top-5 1
Sample 171: [44 78 26 42 45], Top-1 0, Top-5 0
Sample 172: [172 115  31 100  28], Top-1 1, Top-5 1
Sample 173: [173 160 145   6 191], Top-1 1, Top-5 1
Sample 174: [174 148 163 133 184], Top-1 1, Top-5 1
Sample 175: [175  17   1 154  11], Top-1 1, Top-5 1
Sample 176: [176  52  45 104 128], Top-1 1, Top-5 1
Sample 177: [ 45  52 176 121 116], Top-1 0, Top-5 0
Sample 178: [ 41  56 178 156  23], Top-1 0, Top-5 1
Sample 179: [ 59 130 125 115 172], Top-1 0, Top-5 0
Sample 180: [122 180  35  73  84], Top-1 0, Top-5 1
Sample 181: [181  77 194  11 116], Top-1 1, Top-5 1
Sample 182: [182 163 148  74 174], Top-1 1, Top-5 1
Sample 183: [183  89 151 191 117], Top-1 1, Top-5 1
Sample 184: [184  54 166 153 119], Top-1 1, Top-5 1
Sample 185: [185  17 188  84 200], Top-1 1, Top-5 1
Sample 186: [114  31 197 169 186], Top-1 0, Top-5 1
Sample 187: [187  23 153  40 178], Top-1 1, Top-5 1
Sample 188: [188  13  79  23  49], Top-1 1, Top-5 1
Sample 189: [189 104 118 176 128], Top-1 1, Top-5 1
Sample 190: [ 12 190 118 152 133], Top-1 0, Top-5 1
Sample 191: [191  21 183  89 155], Top-1 1, Top-5 1
Sample 192: [ 67 120  18 109 192], Top-1 0, Top-5 1
Sample 193: [193  73  64 131 109], Top-1 1, Top-5 1
Sample 194: [194  28 153 162 196], Top-1 1, Top-5 1
Sample 195: [195  18  57  55 159], Top-1 1, Top-5 1
Sample 196: [ 95 196 102 141 158], Top-1 0, Top-5 1
Sample 197: [197  14 191  84  25], Top-1 1, Top-5 1
Sample 198: [121 181 198 200  40], Top-1 0, Top-5 1
Sample 199: [131 174 125 101 141], Top-1 0, Top-5 0
Sample 200: [200  35 173 185  17], Top-1 1, Top-5 1
