The test Top1-0.750000, Top3-0.910000, Top5-0.935000
Sample 104: [104 128  83  31 118], Top-1 1, Top-5 1
Sample 105: [105 171  41 122  44], Top-1 1, Top-5 1
Sample 106: [106 142  33 137  63], Top-1 1, Top-5 1
Sample 107: [113  94  50  55  90], Top-1 0, Top-5 0
Sample 108: [108 119  56  74  41], Top-1 1, Top-5 1
Sample 109: [109  18 159 112   7], Top-1 1, Top-5 1
Sample 110: [110  34 190 133 152], Top-1 1, Top-5 1
Sample 111: [111  88  12 150  89], Top-1 1, Top-5 1
Sample 112: [112 109   7 147 140], Top-1 1, Top-5 1
Sample 113: [113 163 123  55 132], Top-1 1, Top-5 1
Sample 114: [114 102 163 186  56], Top-1 1, Top-5 1
Sample 115: [115  31 100 172  84], Top-1 1, Top-5 1
Sample 116: [181 116 200 121 178], Top-1 0, Top-5 1
Sample 117: [117  53 183 110  89], Top-1 1, Top-5 1
Sample 118: [118 128  52 187 176], Top-1 1, Top-5 1
Sample 119: [119 192 102 139 195], Top-1 1, Top-5 1
Sample 120: [120  91 113 123  81], Top-1 1, Top-5 1
Sample 121: [ 40 121 146  49  23], Top-1 0, Top-5 1
Sample 122: [122 105 125 170 156], Top-1 1, Top-5 1
Sample 123: [123 113  55  29  18], Top-1 1, Top-5 1
Sample 124: [124 193 159   8  54], Top-1 1, Top-5 1
Sample 125: [125  54 135   8 101], Top-1 1, Top-5 1
Sample 126: [ 38  51 126 103 147], Top-1 0, Top-5 1
Sample 127: [127  72  37   2   5], Top-1 1, Top-5 1
Sample 128: [128  83 102  31  19], Top-1 1, Top-5 1
Sample 129: [129 137  12 152 118], Top-1 1, Top-5 1
Sample 130: [ 79 108 130 125 119], Top-1 0, Top-5 1
Sample 131: [131 193  27 125 141], Top-1 1, Top-5 1
Sample 132: [113  55 123 132 163], Top-1 0, Top-5 1
Sample 133: [133  39 152  94 174], Top-1 1, Top-5 1
Sample 134: [134  41 170 145  44], Top-1 1, Top-5 1
Sample 135: [123  18  55  29 113], Top-1 0, Top-5 0
Sample 136: [82 52 71  5 11], Top-1 0, Top-5 0
Sample 137: [137 142  87  12 106], Top-1 1, Top-5 1
Sample 138: [138 156  28 164  43], Top-1 1, Top-5 1
Sample 139: [139 141 119 192 185], Top-1 1, Top-5 1
Sample 140: [123 140  55 113 163], Top-1 0, Top-5 1
Sample 141: [141 125 101  55 163], Top-1 1, Top-5 1
Sample 142: [142  87 106 137  33], Top-1 1, Top-5 1
Sample 143: [143  55  29  32 114], Top-1 1, Top-5 1
Sample 144: [144 117 151 111  88], Top-1 1, Top-5 1
Sample 145: [145 168 134  78  92], Top-1 1, Top-5 1
Sample 146: [146  49  40 188  68], Top-1 1, Top-5 1
Sample 147: [143 101 191  29 124], Top-1 0, Top-5 0
Sample 148: [148 174 123 166 147], Top-1 1, Top-5 1
Sample 149: [149 153   4   6  41], Top-1 1, Top-5 1
Sample 150: [ 58 150  76 127  96], Top-1 0, Top-5 1
Sample 151: [151 100  89 110  88], Top-1 1, Top-5 1
Sample 152: [152 195  81 131 133], Top-1 1, Top-5 1
Sample 153: [163 153 184 102  55], Top-1 0, Top-5 1
Sample 154: [154  75  94  45  96], Top-1 1, Top-5 1
Sample 155: [114 102 119 169 192], Top-1 0, Top-5 0
Sample 156: [156 166 170 164 153], Top-1 1, Top-5 1
Sample 157: [157 195  57  90 143], Top-1 1, Top-5 1
Sample 158: [158 167 189  85 141], Top-1 1, Top-5 1
Sample 159: [102 159  57  29 195], Top-1 0, Top-5 1
Sample 160: [ 77 160 181  16  78], Top-1 0, Top-5 1
Sample 161: [161  58  76 106 136], Top-1 1, Top-5 1
Sample 162: [162  28 132 112  17], Top-1 1, Top-5 1
Sample 163: [163  55  32 113 184], Top-1 1, Top-5 1
Sample 164: [164 105   4 171  42], Top-1 1, Top-5 1
Sample 165: [ 31 119 191  56 170], Top-1 0, Top-5 0
Sample 166: [166 102 123 113 174], Top-1 1, Top-5 1
Sample 167: [167 170 193 125  74], Top-1 1, Top-5 1
Sample 168: [168 103 145   5 155], Top-1 1, Top-5 1
Sample 169: [169 119 166 192  23], Top-1 1, Top-5 1
Sample 170: [170  44   6 134  26], Top-1 1, Top-5 1
Sample 171: [ 44 171 105   3   6], Top-1 0, Top-5 1
Sample 172: [115 172  31  40  84], Top-1 0, Top-5 1
Sample 173: [173 145  78  93 168], Top-1 1, Top-5 1
Sample 174: [174 113 148 112 163], Top-1 1, Top-5 1
Sample 175: [175   1  17 200 154], Top-1 1, Top-5 1
Sample 176: [176 128  52  45  96], Top-1 1, Top-5 1
Sample 177: [ 45 177  96  94  77], Top-1 0, Top-5 1
Sample 178: [178  41 121  77 125], Top-1 1, Top-5 1
Sample 179: [119 141 182 179 125], Top-1 0, Top-5 1
Sample 180: [180  49 119  73 115], Top-1 1, Top-5 1
Sample 181: [181  77 116  35 200], Top-1 1, Top-5 1
Sample 182: [ 85 182 102 114 158], Top-1 0, Top-5 1
Sample 183: [183 191 117 124 110], Top-1 1, Top-5 1
Sample 184: [184  55 135 113 163], Top-1 1, Top-5 1
Sample 185: [185 200 173  10  93], Top-1 1, Top-5 1
Sample 186: [186 192 114 143 102], Top-1 1, Top-5 1
Sample 187: [187  23  37   9 170], Top-1 1, Top-5 1
Sample 188: [188 119 103  23 139], Top-1 1, Top-5 1
Sample 189: [189   3 172  41  56], Top-1 1, Top-5 1
Sample 190: [190  91  12 133 187], Top-1 1, Top-5 1
Sample 191: [191  19 124  75 183], Top-1 1, Top-5 1
Sample 192: [192 102 114 186 120], Top-1 1, Top-5 1
Sample 193: [193 119 165 131  64], Top-1 1, Top-5 1
Sample 194: [194 153  41 163  74], Top-1 1, Top-5 1
Sample 195: [195  57 159  55  29], Top-1 1, Top-5 1
Sample 196: [196 125  60 123 158], Top-1 1, Top-5 1
Sample 197: [191 155  90 192 197], Top-1 0, Top-5 1
Sample 198: [198 116  73 180 181], Top-1 1, Top-5 1
Sample 199: [101  74 193 125   8], Top-1 0, Top-5 0
Sample 200: [200  44  77   3 178], Top-1 1, Top-5 1
