The test Top1-0.535000, Top3-0.765000, Top5-0.895000
Sample 147: [143  51 147 114  32], Top-1 0, Top-5 1
Sample 148: [ 29 109 147 159 148], Top-1 0, Top-5 1
Sample 149: [153 156   3 180  28], Top-1 0, Top-5 0
Sample 150: [150  58 161 127  72], Top-1 1, Top-5 1
Sample 151: [100 151  48 115  86], Top-1 0, Top-5 1
Sample 152: [152 133 100 151  63], Top-1 1, Top-5 1
Sample 153: [153 113 138 102  28], Top-1 1, Top-5 1
Sample 154: [181  93 175 154  49], Top-1 0, Top-5 1
Sample 155: [155  51  57  91 125], Top-1 1, Top-5 1
Sample 156: [156 166 153  54  22], Top-1 1, Top-5 1
Sample 157: [157  57  51  91 195], Top-1 1, Top-5 1
Sample 158: [158  38  92  41 141], Top-1 1, Top-5 1
Sample 159: [ 51 159  57 143 195], Top-1 0, Top-5 1
Sample 160: [181  77 160  95 173], Top-1 0, Top-5 1
Sample 161: [161  87  70 111 142], Top-1 1, Top-5 1
Sample 162: [ 37 107  23 162  40], Top-1 0, Top-5 1
Sample 163: [163  55 113 123 174], Top-1 1, Top-5 1
Sample 164: [165 164  13   4  41], Top-1 0, Top-5 1
Sample 165: [165 191  41 170 156], Top-1 1, Top-5 1
Sample 166: [102  25 166 113 195], Top-1 0, Top-5 1
Sample 167: [119 167  41 165 185], Top-1 0, Top-5 1
Sample 168: [ 23 158 168  49 192], Top-1 0, Top-5 1
Sample 169: [169  91 195  29  25], Top-1 1, Top-5 1
Sample 170: [170   4 168  16   8], Top-1 1, Top-5 1
Sample 171: [ 77 181  44 105 171], Top-1 0, Top-5 1
Sample 172: [172 115   2   8  21], Top-1 1, Top-5 1
Sample 173: [173 181  95 160  77], Top-1 1, Top-5 1
Sample 174: [113 174 148 184  25], Top-1 0, Top-5 1
Sample 175: [175 181  93  35 200], Top-1 1, Top-5 1
Sample 176: [176  49 187 146  37], Top-1 1, Top-5 1
Sample 177: [ 11  96  45  67 177], Top-1 0, Top-5 1
Sample 178: [178  41 181 116  44], Top-1 1, Top-5 1
Sample 179: [119 195 139 179 130], Top-1 0, Top-5 1
Sample 180: [195 192 188  25 180], Top-1 0, Top-5 1
Sample 181: [181  77 116  95  45], Top-1 1, Top-5 1
Sample 182: [182 169 191  14 166], Top-1 1, Top-5 1
Sample 183: [155 183 117 191  89], Top-1 0, Top-5 1
Sample 184: [184  29  18  55 195], Top-1 1, Top-5 1
Sample 185: [185 200 188 181  93], Top-1 1, Top-5 1
Sample 186: [ 43 186 155 102  51], Top-1 0, Top-5 1
Sample 187: [187 116  38  23 180], Top-1 1, Top-5 1
Sample 188: [188  49 119  23 185], Top-1 1, Top-5 1
Sample 189: [189  77  41  99   3], Top-1 1, Top-5 1
Sample 190: [ 12 190  87  88 129], Top-1 0, Top-5 1
Sample 191: [191 168  19 155  54], Top-1 1, Top-5 1
Sample 192: [192  91  25 195 120], Top-1 1, Top-5 1
Sample 193: [ 38  49  98 119  73], Top-1 0, Top-5 0
Sample 194: [153 194 138  28 156], Top-1 0, Top-5 1
Sample 195: [195  91  18 113 120], Top-1 1, Top-5 1
Sample 196: [ 95 102  56  31 114], Top-1 0, Top-5 0
Sample 197: [197 155 192  19 168], Top-1 1, Top-5 1
Sample 198: [181 116  35 198 200], Top-1 0, Top-5 1
Sample 199: [ 81 101  31   7 114], Top-1 0, Top-5 0
Sample 200: [200  35  44 181  66], Top-1 1, Top-5 1
