The test Top1-0.630000, Top3-0.865000, Top5-0.935000
Sample 135: [159  55 184 174  57], Top-1 0, Top-5 0
Sample 136: [136 111  97  58  82], Top-1 1, Top-5 1
Sample 137: [ 88 142 137  87 106], Top-1 0, Top-5 1
Sample 138: [138 153 128 194  13], Top-1 1, Top-5 1
Sample 139: [119 105   3 170 139], Top-1 0, Top-5 1
Sample 140: [ 55 123  29 120 140], Top-1 0, Top-5 1
Sample 141: [141 103 179 139 101], Top-1 1, Top-5 1
Sample 142: [142  87 137  88 106], Top-1 1, Top-5 1
Sample 143: [ 55 143 174 135 163], Top-1 0, Top-5 1
Sample 144: [144  94  89 110 151], Top-1 1, Top-5 1
Sample 145: [105  62 145 185  93], Top-1 0, Top-5 1
Sample 146: [ 68 146 116 165 178], Top-1 0, Top-5 1
Sample 147: [114 143  15 158 147], Top-1 0, Top-5 1
Sample 148: [109 148 174 112 159], Top-1 0, Top-5 1
Sample 149: [119 180 105 149 156], Top-1 0, Top-5 1
Sample 150: [ 58 106 150 136  88], Top-1 0, Top-5 1
Sample 151: [ 89 104 151 100  53], Top-1 0, Top-5 1
Sample 152: [152 100  72 137  58], Top-1 1, Top-5 1
Sample 153: [153 184 113 163 166], Top-1 1, Top-5 1
Sample 154: [ 75  49 154 181 177], Top-1 0, Top-5 1
Sample 155: [143 155  83 182  68], Top-1 0, Top-5 1
Sample 156: [156 166  42  22 153], Top-1 1, Top-5 1
Sample 157: [ 57 156 157  61 122], Top-1 0, Top-5 1
Sample 158: [158 143 165 114 155], Top-1 1, Top-5 1
Sample 159: [159  57 109 113  18], Top-1 1, Top-5 1
Sample 160: [181  77 121 160  79], Top-1 0, Top-5 1
Sample 161: [ 58 161  87 106 142], Top-1 0, Top-5 1
Sample 162: [162  28 175   1   7], Top-1 1, Top-5 1
Sample 163: [163  55 184  29 123], Top-1 1, Top-5 1
Sample 164: [164 105 171 200  11], Top-1 1, Top-5 1
Sample 165: [119  56 108 165  74], Top-1 0, Top-5 1
Sample 166: [ 43 169  51 182 143], Top-1 0, Top-5 0
Sample 167: [ 42 116 167 119  62], Top-1 0, Top-5 1
Sample 168: [168 118  36 143 183], Top-1 1, Top-5 1
Sample 169: [169 143  51 170 119], Top-1 1, Top-5 1
Sample 170: [170  42  62 164   6], Top-1 1, Top-5 1
Sample 171: [171  44  26 200 134], Top-1 1, Top-5 1
Sample 172: [172 115  28 194 121], Top-1 1, Top-5 1
Sample 173: [173 145 117  42   6], Top-1 1, Top-5 1
Sample 174: [163 113 174  29 112], Top-1 0, Top-5 1
Sample 175: [175 181  17 198  59], Top-1 1, Top-5 1
Sample 176: [176  45 104  52 115], Top-1 1, Top-5 1
Sample 177: [177 172  45  96 181], Top-1 1, Top-5 1
Sample 178: [ 40 178 121  41  23], Top-1 0, Top-5 1
Sample 179: [179 103  72  93  43], Top-1 1, Top-5 1
Sample 180: [ 49 119  79 192 180], Top-1 0, Top-5 1
Sample 181: [181  77 121 116  79], Top-1 1, Top-5 1
Sample 182: [123 182  55 191 100], Top-1 0, Top-5 1
Sample 183: [117 191 183  66 110], Top-1 0, Top-5 1
Sample 184: [184  55  54 135 140], Top-1 1, Top-5 1
Sample 185: [200 185 116  10  49], Top-1 0, Top-5 1
Sample 186: [114 186  15 119 120], Top-1 0, Top-5 1
Sample 187: [ 42 187   3 170  23], Top-1 0, Top-5 1
Sample 188: [188  85  79  56 165], Top-1 1, Top-5 1
Sample 189: [189  74 178  56  95], Top-1 1, Top-5 1
Sample 190: [ 12  87  39 133 190], Top-1 0, Top-5 1
Sample 191: [191 183 117  19  73], Top-1 1, Top-5 1
Sample 192: [192 119 102 103 197], Top-1 1, Top-5 1
Sample 193: [193   8  73 159 101], Top-1 1, Top-5 1
Sample 194: [153 194 102 163  28], Top-1 0, Top-5 1
Sample 195: [159  18  29 109  57], Top-1 0, Top-5 0
Sample 196: [180   7 196 125  81], Top-1 0, Top-5 1
Sample 197: [197 192  84 114 155], Top-1 1, Top-5 1
Sample 198: [181 172 198  35  59], Top-1 0, Top-5 1
Sample 199: [ 81 125 199 159  23], Top-1 0, Top-5 1
Sample 200: [200  44 173  42   6], Top-1 1, Top-5 1
