The test Top1-0.660000, Top3-0.870000, Top5-0.935000
Sample 101: [101  81 141 123 102], Top-1 1, Top-5 1
Sample 102: [102 114 123  25 163], Top-1 1, Top-5 1
Sample 103: [103  67  93  68  49], Top-1 1, Top-5 1
Sample 104: [104 155  37  52  83], Top-1 1, Top-5 1
Sample 105: [105  44 171 164  26], Top-1 1, Top-5 1
Sample 106: [106  63 137  72 127], Top-1 1, Top-5 1
Sample 107: [ 90 107 112  94 192], Top-1 0, Top-5 1
Sample 108: [108  49  79 119  75], Top-1 1, Top-5 1
Sample 109: [109 112  18 148 120], Top-1 1, Top-5 1
Sample 110: [110  86 183  89 111], Top-1 1, Top-5 1
Sample 111: [ 87 142 137  12 111], Top-1 0, Top-5 1
Sample 112: [112 109 120 147  18], Top-1 1, Top-5 1
Sample 113: [113 123 163  55 120], Top-1 1, Top-5 1
Sample 114: [114 102  56  83 143], Top-1 1, Top-5 1
Sample 115: [100 115 172  58 176], Top-1 0, Top-5 1
Sample 116: [181 173 116  77 200], Top-1 0, Top-5 1
Sample 117: [117 151  53 155 183], Top-1 1, Top-5 1
Sample 118: [187 118  37 190 127], Top-1 0, Top-5 1
Sample 119: [119 130 192 102  79], Top-1 1, Top-5 1
Sample 120: [120  81 123 114 109], Top-1 1, Top-5 1
Sample 121: [121 116 188  49 181], Top-1 1, Top-5 1
Sample 122: [122 131  98  68  40], Top-1 1, Top-5 1
Sample 123: [123  29  55 163 120], Top-1 1, Top-5 1
Sample 124: [124 125 195 131 193], Top-1 1, Top-5 1
Sample 125: [125  54 184  74 141], Top-1 1, Top-5 1
Sample 126: [126 131  68 103 147], Top-1 1, Top-5 1
Sample 127: [127 106  72  84  89], Top-1 1, Top-5 1
Sample 128: [128  81 152  15 157], Top-1 1, Top-5 1
Sample 129: [129  12 137 142  87], Top-1 1, Top-5 1
Sample 130: [130 125  54 119 156], Top-1 1, Top-5 1
Sample 131: [131   7 198 187  40], Top-1 1, Top-5 1
Sample 132: [120 112 114 123  55], Top-1 0, Top-5 0
Sample 133: [133 152  39  12  87], Top-1 1, Top-5 1
Sample 134: [134 170  16  41  30], Top-1 1, Top-5 1
Sample 135: [123  29  55 135  18], Top-1 0, Top-5 1
Sample 136: [150 111   2 142  87], Top-1 0, Top-5 0
Sample 137: [137  87 142  33  88], Top-1 1, Top-5 1
Sample 138: [138  40  23  13  28], Top-1 1, Top-5 1
Sample 139: [139 185 187  93 180], Top-1 1, Top-5 1
Sample 140: [ 29 140 112  32 163], Top-1 0, Top-5 1
Sample 141: [141 174 125  55 103], Top-1 1, Top-5 1
Sample 142: [ 87 142  12   2 137], Top-1 0, Top-5 1
Sample 143: [ 55 143 114  51  29], Top-1 0, Top-5 1
Sample 144: [144  86  72 161 111], Top-1 1, Top-5 1
Sample 145: [134 170  78  62 164], Top-1 0, Top-5 0
Sample 146: [146  93  49  67  45], Top-1 1, Top-5 1
Sample 147: [114 143 147 120 158], Top-1 0, Top-5 1
Sample 148: [148 174 102 114 163], Top-1 1, Top-5 1
Sample 149: [180  20 149  35   6], Top-1 0, Top-5 1
Sample 150: [150  58  76 161  86], Top-1 1, Top-5 1
Sample 151: [151 176 100 155 104], Top-1 1, Top-5 1
Sample 152: [152 142   2 127  58], Top-1 1, Top-5 1
Sample 153: [153 184 174 163  31], Top-1 1, Top-5 1
Sample 154: [173 154 175  69 200], Top-1 0, Top-5 1
Sample 155: [155 104  50  89 114], Top-1 1, Top-5 1
Sample 156: [156 170   3 164  26], Top-1 1, Top-5 1
Sample 157: [157 195  57  81 143], Top-1 1, Top-5 1
Sample 158: [158  52  37   7  93], Top-1 1, Top-5 1
Sample 159: [184 182 159  64 123], Top-1 0, Top-5 1
Sample 160: [160 181 154 173 175], Top-1 1, Top-5 1
Sample 161: [142  87 106   2 161], Top-1 0, Top-5 1
Sample 162: [162 112 109   1  65], Top-1 1, Top-5 1
Sample 163: [163 123 113  55  29], Top-1 1, Top-5 1
Sample 164: [164   3  41  11 193], Top-1 1, Top-5 1
Sample 165: [  6 170  41 119 191], Top-1 0, Top-5 0
Sample 166: [102 166 148 174 114], Top-1 0, Top-5 1
Sample 167: [167 170  41   6   4], Top-1 1, Top-5 1
Sample 168: [168 127 146 143 157], Top-1 1, Top-5 1
Sample 169: [169 155 114  89  56], Top-1 1, Top-5 1
Sample 170: [170  26   3  44 164], Top-1 1, Top-5 1
Sample 171: [ 44 200 105 171  26], Top-1 0, Top-5 1
Sample 172: [172 115 180 100 129], Top-1 1, Top-5 1
Sample 173: [173 145  69 200 181], Top-1 1, Top-5 1
Sample 174: [174 182 184 113 148], Top-1 1, Top-5 1
Sample 175: [175 181  17 200 154], Top-1 1, Top-5 1
Sample 176: [176  58 127 161  63], Top-1 1, Top-5 1
Sample 177: [177  96 176  45  20], Top-1 1, Top-5 1
Sample 178: [121 178 116 181  41], Top-1 0, Top-5 1
Sample 179: [179  16 193 125 130], Top-1 1, Top-5 1
Sample 180: [180 119  49 188 115], Top-1 1, Top-5 1
Sample 181: [181  77 116  45  35], Top-1 1, Top-5 1
Sample 182: [182  85  75 102 191], Top-1 1, Top-5 1
Sample 183: [191  89 183  86 155], Top-1 0, Top-5 1
Sample 184: [184 174 163  55 132], Top-1 1, Top-5 1
Sample 185: [185  10  93 200 175], Top-1 1, Top-5 1
Sample 186: [186 192  90  49 114], Top-1 1, Top-5 1
Sample 187: [187  23  37 157  40], Top-1 1, Top-5 1
Sample 188: [ 49 188  79  93 179], Top-1 0, Top-5 1
Sample 189: [189 176  45 158   6], Top-1 1, Top-5 1
Sample 190: [190 118 129 187 133], Top-1 1, Top-5 1
Sample 191: [191  95  75  89  86], Top-1 1, Top-5 1
Sample 192: [192 195 102 120 148], Top-1 1, Top-5 1
Sample 193: [ 98 122 103 188  38], Top-1 0, Top-5 0
Sample 194: [153 194 163  13 138], Top-1 0, Top-5 1
Sample 195: [192 195 119  90  18], Top-1 0, Top-5 1
Sample 196: [ 95  75 196 154   9], Top-1 0, Top-5 1
Sample 197: [197 155  89 117  49], Top-1 1, Top-5 1
Sample 198: [198 181 116  35 180], Top-1 1, Top-5 1
Sample 199: [101  56 102   6 128], Top-1 0, Top-5 0
Sample 200: [200   3 185  10  35], Top-1 1, Top-5 1
