The test Top1-0.770000, Top3-0.895000, Top5-0.940000
Sample 146: [146  68 187 116 121], Top-1 1, Top-5 1
Sample 147: [147 114 143   6 199], Top-1 1, Top-5 1
Sample 148: [148  81 109 162 174], Top-1 1, Top-5 1
Sample 149: [ 41 134 105  36  42], Top-1 0, Top-5 0
Sample 150: [150  58   2 100 115], Top-1 1, Top-5 1
Sample 151: [151  89  63  72 152], Top-1 1, Top-5 1
Sample 152: [152  58 197 100 117], Top-1 1, Top-5 1
Sample 153: [153 184 195  54 163], Top-1 1, Top-5 1
Sample 154: [154  75 116  16 181], Top-1 1, Top-5 1
Sample 155: [155 168  90 191 195], Top-1 1, Top-5 1
Sample 156: [156 122  11  54   3], Top-1 1, Top-5 1
Sample 157: [157  61  81  71  57], Top-1 1, Top-5 1
Sample 158: [158  78 103  68 189], Top-1 1, Top-5 1
Sample 159: [159  29  51  50 109], Top-1 1, Top-5 1
Sample 160: [181  77 160  79 188], Top-1 0, Top-5 1
Sample 161: [161  58 106  76 150], Top-1 1, Top-5 1
Sample 162: [162  28 187  70 138], Top-1 1, Top-5 1
Sample 163: [163 123 113  32  29], Top-1 1, Top-5 1
Sample 164: [116 181  93 164 178], Top-1 0, Top-5 1
Sample 165: [191  56 165 119  31], Top-1 0, Top-5 1
Sample 166: [166 120  91  51 195], Top-1 1, Top-5 1
Sample 167: [167  56 119 170   4], Top-1 1, Top-5 1
Sample 168: [168   5 195  73  82], Top-1 1, Top-5 1
Sample 169: [169 199 192 155  31], Top-1 1, Top-5 1
Sample 170: [170  41  78   9   4], Top-1 1, Top-5 1
Sample 171: [171  44 105   3 200], Top-1 1, Top-5 1
Sample 172: [172 115 100  59  58], Top-1 1, Top-5 1
Sample 173: [173 200 145 160  44], Top-1 1, Top-5 1
Sample 174: [174  81 112 148 184], Top-1 1, Top-5 1
Sample 175: [175 181 198  17   1], Top-1 1, Top-5 1
Sample 176: [176  45  52 128 104], Top-1 1, Top-5 1
Sample 177: [177  45  96  33 181], Top-1 1, Top-5 1
Sample 178: [178  41  23  40 172], Top-1 1, Top-5 1
Sample 179: [ 68  85  74 199 182], Top-1 0, Top-5 0
Sample 180: [180  49  35 119 139], Top-1 1, Top-5 1
Sample 181: [181  77 116  45 121], Top-1 1, Top-5 1
Sample 182: [182  55  74 135 169], Top-1 1, Top-5 1
Sample 183: [183 117 191  86  89], Top-1 1, Top-5 1
Sample 184: [184  54  73 122   3], Top-1 1, Top-5 1
Sample 185: [185 175  30 154  10], Top-1 1, Top-5 1
Sample 186: [186 114 192 197 146], Top-1 1, Top-5 1
Sample 187: [187  10 111  62 167], Top-1 1, Top-5 1
Sample 188: [188  23  49  79 178], Top-1 1, Top-5 1
Sample 189: [189  74 177 141 128], Top-1 1, Top-5 1
Sample 190: [152  86  70 136 150], Top-1 0, Top-5 0
Sample 191: [191 183 117  95  19], Top-1 1, Top-5 1
Sample 192: [192  25 100  31 195], Top-1 1, Top-5 1
Sample 193: [131  81 103   7 126], Top-1 0, Top-5 0
Sample 194: [194  28 153  13 184], Top-1 1, Top-5 1
Sample 195: [109 195 159  29  57], Top-1 0, Top-5 1
Sample 196: [196  31 194 154  41], Top-1 1, Top-5 1
Sample 197: [197  89 117  25 191], Top-1 1, Top-5 1
Sample 198: [181 116 121  40 198], Top-1 0, Top-5 1
Sample 199: [199 103   7  31 131], Top-1 1, Top-5 1
Sample 200: [200  35 185  44 173], Top-1 1, Top-5 1
